ICD9_Code,CCS_Category,CCS_Desc,Mapped_Category
'29680','69   ','Affective dx',other
'29681','69   ','Affective dx',other
'29682','69   ','Affective dx',other
'29689','69   ','Affective dx',other
'29690','69   ','Affective dx',other
'29699','69   ','Affective dx',other
'2980 ','69   ','Affective dx',other
'3004 ','69   ','Affective dx',other
'30111','69   ','Affective dx',other
'30113','69   ','Affective dx',other
'29500','70   ','Schizo/rl dx',other
'29501','70   ','Schizo/rl dx',other
'29502','70   ','Schizo/rl dx',other
'29503','70   ','Schizo/rl dx',other
'29504','70   ','Schizo/rl dx',other
'29505','70   ','Schizo/rl dx',other
'29510','70   ','Schizo/rl dx',other
'29511','70   ','Schizo/rl dx',other
'29512','70   ','Schizo/rl dx',other
'29513','70   ','Schizo/rl dx',other
'29514','70   ','Schizo/rl dx',other
'29515','70   ','Schizo/rl dx',other
'29520','70   ','Schizo/rl dx',other
'29521','70   ','Schizo/rl dx',other
'29522','70   ','Schizo/rl dx',other
'29523','70   ','Schizo/rl dx',other
'29524','70   ','Schizo/rl dx',other
'29525','70   ','Schizo/rl dx',other
'29530','70   ','Schizo/rl dx',other
'29531','70   ','Schizo/rl dx',other
'29532','70   ','Schizo/rl dx',other
'29533','70   ','Schizo/rl dx',other
'29534','70   ','Schizo/rl dx',other
'29535','70   ','Schizo/rl dx',other
'29540','70   ','Schizo/rl dx',other
'29541','70   ','Schizo/rl dx',other
'29542','70   ','Schizo/rl dx',other
'29543','70   ','Schizo/rl dx',other
'29544','70   ','Schizo/rl dx',other
'29545','70   ','Schizo/rl dx',other
'29550','70   ','Schizo/rl dx',other
'29551','70   ','Schizo/rl dx',other
'29552','70   ','Schizo/rl dx',other
'29553','70   ','Schizo/rl dx',other
'29554','70   ','Schizo/rl dx',other
'29555','70   ','Schizo/rl dx',other
'29560','70   ','Schizo/rl dx',other
'29561','70   ','Schizo/rl dx',other
'29562','70   ','Schizo/rl dx',other
'29563','70   ','Schizo/rl dx',other
'29564','70   ','Schizo/rl dx',other
'29565','70   ','Schizo/rl dx',other
'29570','70   ','Schizo/rl dx',other
'29571','70   ','Schizo/rl dx',other
'29572','70   ','Schizo/rl dx',other
'29573','70   ','Schizo/rl dx',other
'29574','70   ','Schizo/rl dx',other
'29575','70   ','Schizo/rl dx',other
'29580','70   ','Schizo/rl dx',other
'29581','70   ','Schizo/rl dx',other
'29582','70   ','Schizo/rl dx',other
'29583','70   ','Schizo/rl dx',other
'29584','70   ','Schizo/rl dx',other
'29585','70   ','Schizo/rl dx',other
'29590','70   ','Schizo/rl dx',other
'29591','70   ','Schizo/rl dx',other
'29592','70   ','Schizo/rl dx',other
'29593','70   ','Schizo/rl dx',other
'29594','70   ','Schizo/rl dx',other
'29595','70   ','Schizo/rl dx',other
'29900','70   ','Schizo/rl dx',other
'29901','70   ','Schizo/rl dx',other
'29910','70   ','Schizo/rl dx',other
'29911','70   ','Schizo/rl dx',other
'29980','70   ','Schizo/rl dx',other
'29981','70   ','Schizo/rl dx',other
'29990','70   ','Schizo/rl dx',other
'29991','70   ','Schizo/rl dx',other
'2970 ','71   ','Ot psychoses',other
'2971 ','71   ','Ot psychoses',other
'2972 ','71   ','Ot psychoses',other
'2973 ','71   ','Ot psychoses',other
'2978 ','71   ','Ot psychoses',other
'2979 ','71   ','Ot psychoses',other
'2981 ','71   ','Ot psychoses',other
'2982 ','71   ','Ot psychoses',other
'2983 ','71   ','Ot psychoses',other
'2984 ','71   ','Ot psychoses',other
'2988 ','71   ','Ot psychoses',other
'2989 ','71   ','Ot psychoses',other
'30000','72   ','Anxiety dx',other
'30001','72   ','Anxiety dx',other
'30002','72   ','Anxiety dx',other
'30009','72   ','Anxiety dx',other
'30010','72   ','Anxiety dx',other
'30011','72   ','Anxiety dx',other
'30012','72   ','Anxiety dx',other
'30013','72   ','Anxiety dx',other
'30014','72   ','Anxiety dx',other
'30015','72   ','Anxiety dx',other
'30016','72   ','Anxiety dx',other
'30019','72   ','Anxiety dx',other
'30020','72   ','Anxiety dx',other
'30021','72   ','Anxiety dx',other
'30022','72   ','Anxiety dx',other
'30023','72   ','Anxiety dx',other
'30029','72   ','Anxiety dx',other
'3003 ','72   ','Anxiety dx',other
'3005 ','72   ','Anxiety dx',other
'3006 ','72   ','Anxiety dx',other
'3007 ','72   ','Anxiety dx',other
'30081','72   ','Anxiety dx',other
'30082','72   ','Anxiety dx',other
'3010 ','72   ','Anxiety dx',other
'30110','72   ','Anxiety dx',other
'30112','72   ','Anxiety dx',other
'30120','72   ','Anxiety dx',other
'30121','72   ','Anxiety dx',other
'30122','72   ','Anxiety dx',other
'3013 ','72   ','Anxiety dx',other
'3014 ','72   ','Anxiety dx',other
'30150','72   ','Anxiety dx',other
'30151','72   ','Anxiety dx',other
'30159','72   ','Anxiety dx',other
'3016 ','72   ','Anxiety dx',other
'3017 ','72   ','Anxiety dx',other
'30181','72   ','Anxiety dx',other
'30182','72   ','Anxiety dx',other
'30183','72   ','Anxiety dx',other
'30184','72   ','Anxiety dx',other
'30189','72   ','Anxiety dx',other
'3019 ','72   ','Anxiety dx',other
'30740','72   ','Anxiety dx',other
'30741','72   ','Anxiety dx',other
'30742','72   ','Anxiety dx',other
'30743','72   ','Anxiety dx',other
'30744','72   ','Anxiety dx',other
'30745','72   ','Anxiety dx',other
'30747','72   ','Anxiety dx',other
'30748','72   ','Anxiety dx',other
'30749','72   ','Anxiety dx',other
'30780','72   ','Anxiety dx',other
'30781','72   ','Anxiety dx',other
'30789','72   ','Anxiety dx',other
'3079 ','72   ','Anxiety dx',other
'3080 ','72   ','Anxiety dx',other
'3081 ','72   ','Anxiety dx',other
'3082 ','72   ','Anxiety dx',other
'3083 ','72   ','Anxiety dx',other
'3084 ','72   ','Anxiety dx',other
'3089 ','72   ','Anxiety dx',other
'30981','72   ','Anxiety dx',other
'31230','72   ','Anxiety dx',other
'31231','72   ','Anxiety dx',other
'31232','72   ','Anxiety dx',other
'31233','72   ','Anxiety dx',other
'31234','72   ','Anxiety dx',other
'31235','72   ','Anxiety dx',other
'31239','72   ','Anxiety dx',other
'32702','72   ','Anxiety dx',other
'32715','72   ','Anxiety dx',other
'32730','72   ','Anxiety dx',other
'32731','72   ','Anxiety dx',other
'32732','72   ','Anxiety dx',other
'32733','72   ','Anxiety dx',other
'32734','72   ','Anxiety dx',other
'32735','72   ','Anxiety dx',other
'32736','72   ','Anxiety dx',other
'32737','72   ','Anxiety dx',other
'32739','72   ','Anxiety dx',other
'30921','73   ','Preadult dx',other
'31200','73   ','Preadult dx',other
'31201','73   ','Preadult dx',other
'31202','73   ','Preadult dx',other
'31203','73   ','Preadult dx',other
'31210','73   ','Preadult dx',other
'31211','73   ','Preadult dx',other
'31212','73   ','Preadult dx',other
'31213','73   ','Preadult dx',other
'31220','73   ','Preadult dx',other
'31221','73   ','Preadult dx',other
'31222','73   ','Preadult dx',other
'31223','73   ','Preadult dx',other
'3124 ','73   ','Preadult dx',other
'3128 ','73   ','Preadult dx',other
'31281','73   ','Preadult dx',other
'31282','73   ','Preadult dx',other
'31289','73   ','Preadult dx',other
'3129 ','73   ','Preadult dx',other
'3130 ','73   ','Preadult dx',other
'31321','73   ','Preadult dx',other
'31400','73   ','Preadult dx',other
'31401','73   ','Preadult dx',other
'3141 ','73   ','Preadult dx',other
'3142 ','73   ','Preadult dx',other
'3148 ','73   ','Preadult dx',other
'3149 ','73   ','Preadult dx',other
'30089','74   ','Ot mentl cnd',other
'3009 ','74   ','Ot mentl cnd',other
'3021 ','74   ','Ot mentl cnd',other
'3022 ','74   ','Ot mentl cnd',other
'3023 ','74   ','Ot mentl cnd',other
'3024 ','74   ','Ot mentl cnd',other
'30250','74   ','Ot mentl cnd',other
'30251','74   ','Ot mentl cnd',other
'30252','74   ','Ot mentl cnd',other
'30253','74   ','Ot mentl cnd',other
'3026 ','74   ','Ot mentl cnd',other
'30270','74   ','Ot mentl cnd',other
'30271','74   ','Ot mentl cnd',other
'30272','74   ','Ot mentl cnd',other
'30273','74   ','Ot mentl cnd',other
'30274','74   ','Ot mentl cnd',other
'30275','74   ','Ot mentl cnd',other
'30276','74   ','Ot mentl cnd',other
'30279','74   ','Ot mentl cnd',other
'30281','74   ','Ot mentl cnd',other
'30282','74   ','Ot mentl cnd',other
'30283','74   ','Ot mentl cnd',other
'30284','74   ','Ot mentl cnd',other
'30285','74   ','Ot mentl cnd',other
'30289','74   ','Ot mentl cnd',other
'3029 ','74   ','Ot mentl cnd',other
'3060 ','74   ','Ot mentl cnd',other
'3061 ','74   ','Ot mentl cnd',other
'3062 ','74   ','Ot mentl cnd',other
'3063 ','74   ','Ot mentl cnd',other
'3064 ','74   ','Ot mentl cnd',other
'30650','74   ','Ot mentl cnd',other
'30651','74   ','Ot mentl cnd',other
'30652','74   ','Ot mentl cnd',other
'30653','74   ','Ot mentl cnd',other
'30659','74   ','Ot mentl cnd',other
'3066 ','74   ','Ot mentl cnd',other
'3067 ','74   ','Ot mentl cnd',other
'3068 ','74   ','Ot mentl cnd',other
'3069 ','74   ','Ot mentl cnd',other
'3070 ','74   ','Ot mentl cnd',other
'3071 ','74   ','Ot mentl cnd',other
'30720','74   ','Ot mentl cnd',other
'30721','74   ','Ot mentl cnd',other
'30722','74   ','Ot mentl cnd',other
'30723','74   ','Ot mentl cnd',other
'3073 ','74   ','Ot mentl cnd',other
'30746','74   ','Ot mentl cnd',other
'30750','74   ','Ot mentl cnd',other
'30751','74   ','Ot mentl cnd',other
'30752','74   ','Ot mentl cnd',other
'30753','74   ','Ot mentl cnd',other
'30754','74   ','Ot mentl cnd',other
'30759','74   ','Ot mentl cnd',other
'3076 ','74   ','Ot mentl cnd',other
'3077 ','74   ','Ot mentl cnd',other
'3090 ','74   ','Ot mentl cnd',other
'3091 ','74   ','Ot mentl cnd',other
'30922','74   ','Ot mentl cnd',other
'30923','74   ','Ot mentl cnd',other
'30924','74   ','Ot mentl cnd',other
'30928','74   ','Ot mentl cnd',other
'30929','74   ','Ot mentl cnd',other
'3093 ','74   ','Ot mentl cnd',other
'3094 ','74   ','Ot mentl cnd',other
'30982','74   ','Ot mentl cnd',other
'30983','74   ','Ot mentl cnd',other
'30989','74   ','Ot mentl cnd',other
'3099 ','74   ','Ot mentl cnd',other
'311  ','74   ','Ot mentl cnd',other
'3131 ','74   ','Ot mentl cnd',other
'31322','74   ','Ot mentl cnd',other
'31323','74   ','Ot mentl cnd',other
'3133 ','74   ','Ot mentl cnd',other
'31381','74   ','Ot mentl cnd',other
'31382','74   ','Ot mentl cnd',other
'31383','74   ','Ot mentl cnd',other
'31389','74   ','Ot mentl cnd',other
'3139 ','74   ','Ot mentl cnd',other
'31500','74   ','Ot mentl cnd',other
'31501','74   ','Ot mentl cnd',other
'31502','74   ','Ot mentl cnd',other
'31509','74   ','Ot mentl cnd',other
'3151 ','74   ','Ot mentl cnd',other
'3152 ','74   ','Ot mentl cnd',other
'31531','74   ','Ot mentl cnd',other
'31532','74   ','Ot mentl cnd',other
'31534','74   ','Ot mentl cnd',other
'31539','74   ','Ot mentl cnd',other
'3154 ','74   ','Ot mentl cnd',other
'3155 ','74   ','Ot mentl cnd',other
'3158 ','74   ','Ot mentl cnd',other
'3159 ','74   ','Ot mentl cnd',other
'316  ','74   ','Ot mentl cnd',other
'32753','74   ','Ot mentl cnd',other
'V6284','74   ','Ot mentl cnd',other
'V110 ','75   ','Hx mental dx',other
'V111 ','75   ','Hx mental dx',other
'V112 ','75   ','Hx mental dx',other
'V113 ','75   ','Hx mental dx',other
'V118 ','75   ','Hx mental dx',other
'V119 ','75   ','Hx mental dx',other
'V154 ','75   ','Hx mental dx',other
'V1541','75   ','Hx mental dx',other
'V1542','75   ','Hx mental dx',other
'V1549','75   ','Hx mental dx',other
'V400 ','75   ','Hx mental dx',other
'V401 ','75   ','Hx mental dx',other
'V402 ','75   ','Hx mental dx',other
'V403 ','75   ','Hx mental dx',other
'V409 ','75   ','Hx mental dx',other
'V663 ','75   ','Hx mental dx',other
'V673 ','75   ','Hx mental dx',other
'V701 ','75   ','Hx mental dx',other
'V702 ','75   ','Hx mental dx',other
'V7101','75   ','Hx mental dx',other
'V7102','75   ','Hx mental dx',other
'V7109','75   ','Hx mental dx',other
'V790 ','75   ','Hx mental dx',other
'V791 ','75   ','Hx mental dx',other
'V792 ','75   ','Hx mental dx',other
'V793 ','75   ','Hx mental dx',other
'V798 ','75   ','Hx mental dx',other
'V799 ','75   ','Hx mental dx',other
'00321','76   ','Meningitis',other
'0360 ','76   ','Meningitis',other
'0470 ','76   ','Meningitis',other
'0471 ','76   ','Meningitis',other
'0478 ','76   ','Meningitis',other
'0479 ','76   ','Meningitis',other
'0490 ','76   ','Meningitis',other
'0491 ','76   ','Meningitis',other
'0530 ','76   ','Meningitis',other
'05472','76   ','Meningitis',other
'0721 ','76   ','Meningitis',other
'10081','76   ','Meningitis',other
'11283','76   ','Meningitis',other
'1142 ','76   ','Meningitis',other
'11501','76   ','Meningitis',other
'11511','76   ','Meningitis',other
'11591','76   ','Meningitis',other
'3200 ','76   ','Meningitis',other
'3201 ','76   ','Meningitis',other
'3202 ','76   ','Meningitis',other
'3203 ','76   ','Meningitis',other
'3207 ','76   ','Meningitis',other
'3208 ','76   ','Meningitis',other
'32081','76   ','Meningitis',other
'32082','76   ','Meningitis',other
'32089','76   ','Meningitis',other
'3209 ','76   ','Meningitis',other
'3210 ','76   ','Meningitis',other
'3211 ','76   ','Meningitis',other
'3212 ','76   ','Meningitis',other
'3213 ','76   ','Meningitis',other
'3214 ','76   ','Meningitis',other
'3218 ','76   ','Meningitis',other
'3220 ','76   ','Meningitis',other
'3221 ','76   ','Meningitis',other
'3222 ','76   ','Meningitis',other
'3229 ','76   ','Meningitis',other
'0361 ','77   ','Encephalitis',other
'0462 ','77   ','Encephalitis',other
'0498 ','77   ','Encephalitis',other
'0499 ','77   ','Encephalitis',other
'0520 ','77   ','Encephalitis',other
'0543 ','77   ','Encephalitis',other
'0550 ','77   ','Encephalitis',other
'05601','77   ','Encephalitis',other
'05821','77   ','Encephalitis',other
'05829','77   ','Encephalitis',other
'0620 ','77   ','Encephalitis',other
'0621 ','77   ','Encephalitis',other
'0622 ','77   ','Encephalitis',other
'0623 ','77   ','Encephalitis',other
'0624 ','77   ','Encephalitis',other
'0625 ','77   ','Encephalitis',other
'0628 ','77   ','Encephalitis',other
'0629 ','77   ','Encephalitis',other
'0630 ','77   ','Encephalitis',other
'0631 ','77   ','Encephalitis',other
'0632 ','77   ','Encephalitis',other
'0638 ','77   ','Encephalitis',other
'0639 ','77   ','Encephalitis',other
'064  ','77   ','Encephalitis',other
'0662 ','77   ','Encephalitis',other
'0722 ','77   ','Encephalitis',other
'1300 ','77   ','Encephalitis',other
'1390 ','77   ','Encephalitis',other
'3230 ','77   ','Encephalitis',other
'32301','77   ','Encephalitis',other
'32302','77   ','Encephalitis',other
'3231 ','77   ','Encephalitis',other
'3232 ','77   ','Encephalitis',other
'3234 ','77   ','Encephalitis',other
'32341','77   ','Encephalitis',other
'32342','77   ','Encephalitis',other
'3235 ','77   ','Encephalitis',other
'32351','77   ','Encephalitis',other
'32352','77   ','Encephalitis',other
'3236 ','77   ','Encephalitis',other
'32361','77   ','Encephalitis',other
'32362','77   ','Encephalitis',other
'32363','77   ','Encephalitis',other
'3237 ','77   ','Encephalitis',other
'32371','77   ','Encephalitis',other
'32372','77   ','Encephalitis',other
'3238 ','77   ','Encephalitis',other
'32381','77   ','Encephalitis',other
'32382','77   ','Encephalitis',other
'3239 ','77   ','Encephalitis',other
'34120','77   ','Encephalitis',other
'34121','77   ','Encephalitis',other
'34122','77   ','Encephalitis',other
'04500','78   ','Oth CNS infx',other
'04501','78   ','Oth CNS infx',other
'04502','78   ','Oth CNS infx',other
'04503','78   ','Oth CNS infx',other
'04510','78   ','Oth CNS infx',other
'04511','78   ','Oth CNS infx',other
'04512','78   ','Oth CNS infx',other
'04513','78   ','Oth CNS infx',other
'04520','78   ','Oth CNS infx',other
'04521','78   ','Oth CNS infx',other
'04522','78   ','Oth CNS infx',other
'04523','78   ','Oth CNS infx',other
'04590','78   ','Oth CNS infx',other
'04591','78   ','Oth CNS infx',other
'04592','78   ','Oth CNS infx',other
'04593','78   ','Oth CNS infx',other
'0460 ','78   ','Oth CNS infx',other
'0461 ','78   ','Oth CNS infx',other
'0463 ','78   ','Oth CNS infx',other
'0468 ','78   ','Oth CNS infx',other
'0469 ','78   ','Oth CNS infx',other
'048  ','78   ','Oth CNS infx',other
'138  ','78   ','Oth CNS infx',other
'3240 ','78   ','Oth CNS infx',other
'3241 ','78   ','Oth CNS infx',other
'3249 ','78   ','Oth CNS infx',other
'326  ','78   ','Oth CNS infx',other
'V1202','78   ','Oth CNS infx',other
'3320 ','79   ','Parkinson-s',other
'340  ','80   ','MS',other
'3300 ','81   ','Ot hered CNS',other
'3301 ','81   ','Ot hered CNS',other
'3302 ','81   ','Ot hered CNS',other
'3303 ','81   ','Ot hered CNS',other
'3308 ','81   ','Ot hered CNS',other
'3309 ','81   ','Ot hered CNS',other
'3313 ','81   ','Ot hered CNS',other
'3314 ','81   ','Ot hered CNS',other
'3315 ','81   ','Ot hered CNS',other
'3317 ','81   ','Ot hered CNS',other
'33181','81   ','Ot hered CNS',other
'33189','81   ','Ot hered CNS',other
'3319 ','81   ','Ot hered CNS',other
'3330 ','81   ','Ot hered CNS',other
'3331 ','81   ','Ot hered CNS',other
'3332 ','81   ','Ot hered CNS',other
'3333 ','81   ','Ot hered CNS',other
'3334 ','81   ','Ot hered CNS',other
'3335 ','81   ','Ot hered CNS',other
'3336 ','81   ','Ot hered CNS',other
'3337 ','81   ','Ot hered CNS',other
'33371','81   ','Ot hered CNS',other
'33372','81   ','Ot hered CNS',other
'33379','81   ','Ot hered CNS',other
'33381','81   ','Ot hered CNS',other
'33382','81   ','Ot hered CNS',other
'33383','81   ','Ot hered CNS',other
'33384','81   ','Ot hered CNS',other
'33385','81   ','Ot hered CNS',other
'33389','81   ','Ot hered CNS',other
'33390','81   ','Ot hered CNS',other
'33391','81   ','Ot hered CNS',other
'33392','81   ','Ot hered CNS',other
'33393','81   ','Ot hered CNS',other
'33394','81   ','Ot hered CNS',other
'33399','81   ','Ot hered CNS',other
'3340 ','81   ','Ot hered CNS',other
'3341 ','81   ','Ot hered CNS',other
'3342 ','81   ','Ot hered CNS',other
'3343 ','81   ','Ot hered CNS',other
'3344 ','81   ','Ot hered CNS',other
'3348 ','81   ','Ot hered CNS',other
'3349 ','81   ','Ot hered CNS',other
'3350 ','81   ','Ot hered CNS',other
'33510','81   ','Ot hered CNS',other
'33511','81   ','Ot hered CNS',other
'33519','81   ','Ot hered CNS',other
'33520','81   ','Ot hered CNS',other
'33521','81   ','Ot hered CNS',other
'33522','81   ','Ot hered CNS',other
'33523','81   ','Ot hered CNS',other
'33524','81   ','Ot hered CNS',other
'33529','81   ','Ot hered CNS',other
'3358 ','81   ','Ot hered CNS',other
'3359 ','81   ','Ot hered CNS',other
'3360 ','81   ','Ot hered CNS',other
'3361 ','81   ','Ot hered CNS',other
'3362 ','81   ','Ot hered CNS',other
'3363 ','81   ','Ot hered CNS',other
'3368 ','81   ','Ot hered CNS',other
'3369 ','81   ','Ot hered CNS',other
'3370 ','81   ','Ot hered CNS',other
'3371 ','81   ','Ot hered CNS',other
'3373 ','81   ','Ot hered CNS',other
'3379 ','81   ','Ot hered CNS',other
'3420 ','82   ','Paralysis',other
'34200','82   ','Paralysis',other
'34201','82   ','Paralysis',other
'34202','82   ','Paralysis',other
'3421 ','82   ','Paralysis',other
'34210','82   ','Paralysis',other
'34211','82   ','Paralysis',other
'34212','82   ','Paralysis',other
'34280','82   ','Paralysis',other
'34281','82   ','Paralysis',other
'34282','82   ','Paralysis',other
'3429 ','82   ','Paralysis',other
'34290','82   ','Paralysis',other
'34291','82   ','Paralysis',other
'34292','82   ','Paralysis',other
'3430 ','82   ','Paralysis',other
'3431 ','82   ','Paralysis',other
'3432 ','82   ','Paralysis',other
'3433 ','82   ','Paralysis',other
'3434 ','82   ','Paralysis',other
'3438 ','82   ','Paralysis',other
'3439 ','82   ','Paralysis',other
'3440 ','82   ','Paralysis',other
'34400','82   ','Paralysis',other
'34401','82   ','Paralysis',other
'34402','82   ','Paralysis',other
'34403','82   ','Paralysis',other
'34404','82   ','Paralysis',other
'34409','82   ','Paralysis',other
'3441 ','82   ','Paralysis',other
'3442 ','82   ','Paralysis',other
'3443 ','82   ','Paralysis',other
'34430','82   ','Paralysis',other
'34431','82   ','Paralysis',other
'34432','82   ','Paralysis',other
'3444 ','82   ','Paralysis',other
'34440','82   ','Paralysis',other
'34441','82   ','Paralysis',other
'34442','82   ','Paralysis',other
'3445 ','82   ','Paralysis',other
'34460','82   ','Paralysis',other
'3448 ','82   ','Paralysis',other
'34481','82   ','Paralysis',other
'34489','82   ','Paralysis',other
'3449 ','82   ','Paralysis',other
'7814 ','82   ','Paralysis',other
'3450 ','83   ','Epilepsy/cnv',other
'34500','83   ','Epilepsy/cnv',other
'34501','83   ','Epilepsy/cnv',other
'3451 ','83   ','Epilepsy/cnv',other
'34510','83   ','Epilepsy/cnv',other
'34511','83   ','Epilepsy/cnv',other
'3452 ','83   ','Epilepsy/cnv',other
'3453 ','83   ','Epilepsy/cnv',other
'3454 ','83   ','Epilepsy/cnv',other
'34540','83   ','Epilepsy/cnv',other
'34541','83   ','Epilepsy/cnv',other
'3455 ','83   ','Epilepsy/cnv',other
'34550','83   ','Epilepsy/cnv',other
'34551','83   ','Epilepsy/cnv',other
'3456 ','83   ','Epilepsy/cnv',other
'34560','83   ','Epilepsy/cnv',other
'34561','83   ','Epilepsy/cnv',other
'3457 ','83   ','Epilepsy/cnv',other
'34570','83   ','Epilepsy/cnv',other
'34571','83   ','Epilepsy/cnv',other
'3458 ','83   ','Epilepsy/cnv',other
'34580','83   ','Epilepsy/cnv',other
'34581','83   ','Epilepsy/cnv',other
'3459 ','83   ','Epilepsy/cnv',other
'34590','83   ','Epilepsy/cnv',other
'34591','83   ','Epilepsy/cnv',other
'7803 ','83   ','Epilepsy/cnv',other
'78031','83   ','Epilepsy/cnv',other
'78032','83   ','Epilepsy/cnv',other
'78039','83   ','Epilepsy/cnv',other
'3460 ','84   ','Headache/mig',other
'34600','84   ','Headache/mig',other
'34601','84   ','Headache/mig',other
'3461 ','84   ','Headache/mig',other
'34610','84   ','Headache/mig',other
'34611','84   ','Headache/mig',other
'3462 ','84   ','Headache/mig',other
'34620','84   ','Headache/mig',other
'34621','84   ','Headache/mig',other
'3468 ','84   ','Headache/mig',other
'34680','84   ','Headache/mig',other
'34681','84   ','Headache/mig',other
'3469 ','84   ','Headache/mig',other
'34690','84   ','Headache/mig',other
'34691','84   ','Headache/mig',other
'7840 ','84   ','Headache/mig',other
'3481 ','85   ','Coma/brn dmg',other
'7800 ','85   ','Coma/brn dmg',other
'78001','85   ','Coma/brn dmg',other
'78003','85   ','Coma/brn dmg',other
'78009','85   ','Coma/brn dmg',other
'36600','86   ','Cataract',other
'36601','86   ','Cataract',other
'36602','86   ','Cataract',other
'36603','86   ','Cataract',other
'36604','86   ','Cataract',other
'36609','86   ','Cataract',other
'36610','86   ','Cataract',other
'36611','86   ','Cataract',other
'36612','86   ','Cataract',other
'36613','86   ','Cataract',other
'36614','86   ','Cataract',other
'36615','86   ','Cataract',other
'36616','86   ','Cataract',other
'36617','86   ','Cataract',other
'36618','86   ','Cataract',other
'36619','86   ','Cataract',other
'36620','86   ','Cataract',other
'36621','86   ','Cataract',other
'36622','86   ','Cataract',other
'36623','86   ','Cataract',other
'36630','86   ','Cataract',other
'36631','86   ','Cataract',other
'36632','86   ','Cataract',other
'36633','86   ','Cataract',other
'36634','86   ','Cataract',other
'36641','86   ','Cataract',other
'36642','86   ','Cataract',other
'36643','86   ','Cataract',other
'36644','86   ','Cataract',other
'36645','86   ','Cataract',other
'36646','86   ','Cataract',other
'36650','86   ','Cataract',other
'36651','86   ','Cataract',other
'36652','86   ','Cataract',other
'36653','86   ','Cataract',other
'3668 ','86   ','Cataract',other
'3669 ','86   ','Cataract',other
'V431 ','86   ','Cataract',other
'36100','87   ','Retinal dx',other
'36101','87   ','Retinal dx',other
'36102','87   ','Retinal dx',other
'36103','87   ','Retinal dx',other
'36104','87   ','Retinal dx',other
'36105','87   ','Retinal dx',other
'36106','87   ','Retinal dx',other
'36107','87   ','Retinal dx',other
'36110','87   ','Retinal dx',other
'36111','87   ','Retinal dx',other
'36112','87   ','Retinal dx',other
'36113','87   ','Retinal dx',other
'36114','87   ','Retinal dx',other
'36119','87   ','Retinal dx',other
'3612 ','87   ','Retinal dx',other
'36130','87   ','Retinal dx',other
'36131','87   ','Retinal dx',other
'36132','87   ','Retinal dx',other
'36133','87   ','Retinal dx',other
'36181','87   ','Retinal dx',other
'36189','87   ','Retinal dx',other
'3619 ','87   ','Retinal dx',other
'36201','87   ','Retinal dx',other
'36202','87   ','Retinal dx',other
'36203','87   ','Retinal dx',other
'36204','87   ','Retinal dx',other
'36205','87   ','Retinal dx',other
'36206','87   ','Retinal dx',other
'36207','87   ','Retinal dx',other
'36210','87   ','Retinal dx',other
'36211','87   ','Retinal dx',other
'36212','87   ','Retinal dx',other
'36213','87   ','Retinal dx',other
'36214','87   ','Retinal dx',other
'36215','87   ','Retinal dx',other
'36216','87   ','Retinal dx',other
'36217','87   ','Retinal dx',other
'36218','87   ','Retinal dx',other
'36221','87   ','Retinal dx',other
'36229','87   ','Retinal dx',other
'36230','87   ','Retinal dx',other
'36231','87   ','Retinal dx',other
'36232','87   ','Retinal dx',other
'36233','87   ','Retinal dx',other
'36234','87   ','Retinal dx',other
'36235','87   ','Retinal dx',other
'36236','87   ','Retinal dx',other
'36237','87   ','Retinal dx',other
'36240','87   ','Retinal dx',other
'36241','87   ','Retinal dx',other
'36242','87   ','Retinal dx',other
'36243','87   ','Retinal dx',other
'36250','87   ','Retinal dx',other
'36251','87   ','Retinal dx',other
'36252','87   ','Retinal dx',other
'36253','87   ','Retinal dx',other
'36254','87   ','Retinal dx',other
'36255','87   ','Retinal dx',other
'36256','87   ','Retinal dx',other
'36257','87   ','Retinal dx',other
'36260','87   ','Retinal dx',other
'36261','87   ','Retinal dx',other
'36262','87   ','Retinal dx',other
'36263','87   ','Retinal dx',other
'36264','87   ','Retinal dx',other
'36265','87   ','Retinal dx',other
'36266','87   ','Retinal dx',other
'36270','87   ','Retinal dx',other
'36271','87   ','Retinal dx',other
'36272','87   ','Retinal dx',other
'36273','87   ','Retinal dx',other
'36274','87   ','Retinal dx',other
'36275','87   ','Retinal dx',other
'36276','87   ','Retinal dx',other
'36277','87   ','Retinal dx',other
'36281','87   ','Retinal dx',other
'36282','87   ','Retinal dx',other
'36283','87   ','Retinal dx',other
'36284','87   ','Retinal dx',other
'36285','87   ','Retinal dx',other
'36289','87   ','Retinal dx',other
'3629 ','87   ','Retinal dx',other
'36500','88   ','Glaucoma',other
'36501','88   ','Glaucoma',other
'36502','88   ','Glaucoma',other
'36503','88   ','Glaucoma',other
'36504','88   ','Glaucoma',other
'36510','88   ','Glaucoma',other
'36511','88   ','Glaucoma',other
'36512','88   ','Glaucoma',other
'36513','88   ','Glaucoma',other
'36514','88   ','Glaucoma',other
'36515','88   ','Glaucoma',other
'36520','88   ','Glaucoma',other
'36521','88   ','Glaucoma',other
'36522','88   ','Glaucoma',other
'36523','88   ','Glaucoma',other
'36524','88   ','Glaucoma',other
'36531','88   ','Glaucoma',other
'36532','88   ','Glaucoma',other
'36541','88   ','Glaucoma',other
'36542','88   ','Glaucoma',other
'36543','88   ','Glaucoma',other
'36544','88   ','Glaucoma',other
'36551','88   ','Glaucoma',other
